25,26,20,21,1,10
13,22,15,29,4,3
5,6,8,18,17,12
16,30,9,2,23,28
7,11,24,19,14,27
20,3,6,13,10,17
28,18,1,4,12,5
30,19,22,26,24,2
9,29,23,14,11,16
27,7,15,25,21,8
3,28,5,10,6,24
29,13,19,22,1,23
12,27,25,14,30,4
15,26,16,17,11,8
18,20,7,21,9,2
6,22,28,1,25,30
8,3,10,12,16,23
20,17,29,5,7,19
9,4,11,21,15,24
2,13,14,26,27,18
3,19,16,7,6,1
8,15,12,9,20,24
2,5,25,26,23,30
18,29,10,4,27,13
11,22,21,17,14,28
1,5,16,25,15,19
30,3,13,18,8,9
4,28,26,11,20,27
22,10,14,23,7,21
6,2,17,24,29,12
30,27,5,15,11,3
14,8,7,19,28,21
23,18,6,16,2,20
10,26,12,29,25,22
24,4,17,1,13,9
23,14,3,15,5,20
12,21,30,28,16,29
9,25,17,27,10,2
24,19,8,4,18,22
26,1,11,7,13,6
27,17,23,28,12,20
29,21,14,3,25,18
30,2,11,1,8,4
13,24,5,22,16,7
10,9,15,19,6,26
20,14,1,8,30,29
16,24,25,11,12,13
6,21,27,5,9,22
19,23,4,17,3,26
2,15,18,10,28,7
