13,6,20,36,10,7,26,33
39,24,8,30,14,28,27,16
22,32,31,11,1,37,9,5
35,2,29,12,19,3,18,15
38,4,34,21,23,25,17,10
36,22,7,37,28,27,6,20
1,8,18,24,19,32,3,13
26,33,9,23,30,4,15,25
21,29,17,14,12,31,39,2
35,16,5,28,34,10,38,11
4,15,32,25,1,7,23,27
21,37,29,20,24,33,14,36
16,39,18,11,13,19,2,8
6,17,31,5,34,26,3,30
10,9,22,35,12,38,32,29
16,23,7,8,25,1,19,14
39,33,5,3,26,6,20,17
4,12,37,18,30,9,38,13
36,31,28,34,27,11,2,24
25,35,15,20,29,21,16,22
14,23,19,6,32,12,13,1
2,37,26,10,17,34,18,27
8,4,33,31,21,5,11,30
7,36,9,15,3,24,35,38
19,34,17,39,37,22,25,28
11,16,29,18,12,10,4,27
13,9,21,3,20,5,8,32
33,30,22,2,35,28,24,26
36,38,1,39,7,14,15,31
6,3,12,37,23,34,8,5
33,13,25,35,32,11,16,2
7,19,39,28,31,9,20,4
38,1,30,6,10,15,24,29
27,14,22,26,36,18,23,21
17,16,3,9,31,33,35,37
24,20,10,32,8,15,28,11
18,39,38,25,26,36,5,19
4,1,6,29,2,27,17,21
13,14,30,23,34,7,12,22
16,28,10,18,9,26,32,39
5,36,24,4,17,35,33,1
37,38,7,8,31,30,23,13
12,25,20,34,2,22,6,15
19,29,27,3,11,21,14,33
35,5,10,32,30,36,39,16
22,18,13,31,28,17,4,23
15,21,1,26,7,24,34,9
2,27,25,38,8,3,14,6
11,19,12,4,20,30,37,29
24,21,7,17,5,32,23,18
6,2,1,34,31,16,38,26
9,8,10,19,25,29,35,36
27,15,37,33,3,13,22,39
14,38,26,12,28,20,11,1
29,23,36,17,6,30,19,16
10,31,21,7,8,22,2,35
25,11,3,24,39,37,14,4
28,27,33,13,15,5,9,12
18,20,30,7,32,19,34,21
23,3,2,1,39,4,36,10
9,6,31,25,33,12,16,24
20,14,27,5,15,18,35,34
26,29,28,8,38,17,37,32
11,13,4,10,22,31,24,6
34,18,30,33,3,25,1,16
32,8,36,27,17,12,19,38
9,2,28,14,5,13,29,7
15,39,21,35,37,11,26,23
22,1,8,17,20,10,16,3
33,6,32,28,18,7,4,2
27,35,31,30,21,25,12,36
37,24,13,19,38,26,15,14
29,34,11,9,23,20,39,22
5,2,36,12,1,10,25,7
16,26,13,15,3,28,21,37
14,32,34,19,4,35,6,22
24,23,5,38,29,39,33,31
30,17,11,20,18,8,27,9
