27,5,23,24,7,14,1,9
30,13,12,21,8,16,3,10
6,18,31,4,32,2,17,20
29,11,26,19,22,28,15,25
3,9,23,13,5,27,14,30
17,6,2,8,12,20,10,24
11,18,32,1,29,25,7,31
16,21,4,22,26,15,19,28
5,8,13,20,2,24,17,30
1,3,27,25,10,6,31,11
28,15,9,16,22,23,19,7
12,32,4,29,26,14,18,21
31,2,5,1,24,6,25,13
28,7,8,30,20,22,16,11
14,17,10,29,27,21,32,15
19,26,4,9,18,12,3,23
24,7,11,6,13,31,22,16
21,29,28,2,32,8,1,14
9,10,27,17,19,5,12,18
20,23,25,26,4,30,3,15
22,8,24,14,1,28,29,6
18,16,31,12,11,27,2,9
7,20,15,5,10,3,13,26
25,32,30,19,23,4,21,17
29,31,24,27,12,9,8,22
3,11,20,14,15,18,2,13
21,1,16,19,30,26,23,6
7,28,10,32,4,25,17,5
9,24,18,15,2,29,22,3
8,23,21,11,27,19,6,20
31,25,32,26,5,30,16,10
14,13,7,4,17,1,28,12
18,27,20,22,3,19,24,21
31,30,15,8,32,9,6,5
1,10,29,23,11,4,13,28
25,12,14,2,16,17,26,7
6,22,5,3,21,20,9,32
15,10,11,18,24,1,30,4
2,7,26,12,23,14,28,31
13,17,19,27,8,16,29,25
