64,17,31,21,54,26,60,14
34,46,29,2,58,15,61,80
40,28,32,63,39,16,55,71
76,70,24,84,52,25,35,68
65,81,79,5,82,69,10,43
75,42,50,3,72,4,11,73
57,1,33,41,53,8,56,38
49,22,13,74,67,44,18,51
12,62,27,23,77,45,48,59
83,6,30,9,78,37,66,7
15,19,39,20,36,47,64,54
52,63,21,2,31,58,65,40
84,61,73,69,17,32,55,5
76,57,80,53,79,43,75,72
46,44,4,35,60,68,38,33
1,81,10,16,45,29,26,13
49,77,50,11,25,7,6,59
30,66,36,48,47,28,8,18
20,70,56,41,12,78,3,74
51,9,19,37,71,23,82,67
24,14,22,62,27,34,42,83
39,69,65,32,72,15,46,38
35,61,53,54,4,43,40,45
44,59,52,10,75,7,63,11
49,76,6,55,13,36,80,31
26,58,48,41,50,79,20,30
47,33,74,29,37,84,12,71
67,78,81,25,42,1,17,62
83,23,24,60,2,28,16,56
34,3,21,66,22,9,5,27
73,8,57,82,77,64,70,68
14,51,45,72,36,18,63,19
32,49,58,44,10,41,40,76
53,43,30,47,52,11,46,55
35,39,1,50,42,37,20,65
56,83,15,7,17,4,16,84
61,48,38,67,59,24,3,31
66,68,57,12,71,34,5,26
80,79,27,78,22,25,64,8
6,51,77,81,14,70,2,9
73,33,75,23,18,82,29,54
21,60,13,28,19,62,74,69
65,76,1,46,41,55,44,7
43,3,49,16,4,48,47,39
37,45,32,35,11,57,31,56
12,36,26,79,67,84,63,22
10,50,24,8,71,80,9,17
5,78,59,23,15,81,33,14
70,54,51,73,58,66,28,53
13,40,61,34,82,77,42,60
68,29,83,62,19,52,72,6
25,20,18,27,38,30,69,75
74,21,7,4,64,2,79,57
9,65,45,3,26,80,84,32
55,35,12,63,23,1,15,49
16,22,76,73,8,46,37,81
59,47,51,34,28,41,54,78
66,60,11,29,24,82,36,39
69,18,68,58,43,67,70,42
27,13,19,2,50,52,17,33
56,48,75,64,62,6,5,40
72,61,71,30,44,20,14,21
83,53,25,77,74,10,38,31
37,26,59,4,55,51,8,80
54,65,7,57,81,29,28,22
9,41,43,68,1,63,69,60
70,17,79,47,11,34,23,32
18,50,46,12,64,24,78,6
84,56,66,42,48,19,76,44
53,10,67,15,30,21,39,77
33,2,71,83,20,49,73,45
5,74,58,75,31,35,72,16
40,14,82,52,25,38,3,36
61,27,47,11,62,13,9,57
50,54,69,4,1,32,12,24
22,46,78,70,48,63,29,17
68,39,42,51,56,10,21,79
77,67,20,55,45,76,33,66
8,31,23,19,6,74,34,43
60,64,72,40,84,30,81,49
3,18,71,13,35,83,59,65
2,5,37,36,27,53,41,75
80,38,62,82,16,7,14,58
15,73,28,52,26,44,25,61
21,55,68,22,45,47,78,50
11,74,39,76,69,33,34,48
23,84,54,10,46,57,67,30
60,79,19,59,18,40,70,1
3,35,17,20,63,53,6,37
38,32,14,64,66,75,83,13
80,42,16,25,65,12,41,61
4,5,49,28,29,77,9,52
36,71,44,8,81,2,62,58
43,31,15,26,51,27,82,56
7,72,10,47,24,73,40,67
57,39,22,17,76,59,30,18
55,38,13,37,79,54,68,48
41,11,35,80,21,12,83,19
33,16,65,70,61,14,66,49
69,42,44,64,29,23,53,3
31,45,62,46,9,50,74,15
7,8,52,5,32,20,60,51
82,6,2,1,28,72,84,27
58,71,43,24,78,75,77,26
63,56,4,25,73,36,34,81
