23,40,17,36,13,27
12,22,18,19,20,3
10,4,35,29,15,7
31,34,32,37,38,25
1,26,33,14,11,21
28,6,16,8,41,5
9,2,13,30,24,39
17,25,4,20,38,18
3,23,1,26,27,15
12,6,40,10,22,37
5,28,19,32,39,29
36,7,8,14,34,24
41,35,31,11,33,30
16,9,37,21,2,12
13,40,28,25,32,3
38,4,7,36,39,1
35,26,8,10,17,31
19,41,21,5,2,15
33,20,14,23,27,22
11,34,29,18,30,6
9,24,3,17,16,35
15,19,10,2,40,38
22,32,21,39,7,20
4,12,5,13,26,14
11,23,24,29,8,16
28,31,27,41,34,9
1,37,6,33,36,18
21,30,26,25,10,20
32,38,11,24,35,12
41,15,23,39,17,28
22,36,5,33,8,9
27,25,34,16,19,4
13,1,29,31,6,2
7,37,14,30,3,40
18,10,9,28,33,23
27,11,16,38,19,36
6,35,15,21,20,13
22,3,7,24,31,25
14,29,4,37,17,41
2,30,1,5,18,32
12,26,39,34,8,40
24,28,7,33,21,27
19,25,9,14,10,41
32,23,30,6,22,17
34,13,38,26,5,20
31,16,36,15,12,1
3,18,8,4,11,2
37,29,40,39,35,27
17,38,26,7,9,6
34,16,23,30,31,22
18,4,24,15,14,32
20,36,35,28,37,2
29,41,33,10,3,12
39,5,13,11,1,25
40,21,31,8,19,24
26,9,22,4,37,15
27,20,30,36,3,29
25,14,28,13,11,6
34,10,39,35,1,5
40,41,18,21,23,38
16,2,33,7,32,17
8,12,11,19,27,37
15,25,36,6,29,26
24,21,10,1,4,34
17,18,14,40,39,16
20,32,41,31,8,13
2,7,19,23,9,35
22,33,38,30,12,28
3,15,11,5,17,34
40,24,20,1,16,41
32,13,37,7,27,10
35,30,19,26,28,4
25,5,21,12,36,23
2,14,22,18,29,31
38,39,8,3,6,33
20,28,11,9,40,32
23,5,10,37,24,36
27,18,2,41,7,26
6,21,39,4,31,3
8,15,30,38,14,12
9,1,17,29,22,19
35,33,34,16,13,25
