22,30,10,5,29,51
45,18,36,37,7,8
12,43,16,46,2,39
15,28,33,23,48,52
1,47,49,24,14,31
21,42,4,41,34,6
38,3,13,44,40,20
9,19,35,11,17,50
39,27,32,26,25,10
7,28,43,37,2,18
21,36,41,33,24,29
20,47,5,51,40,48
13,19,11,16,42,23
1,25,34,31,9,44
17,15,6,22,38,45
32,3,35,14,49,27
52,26,50,30,8,12
4,7,11,46,33,40
48,19,43,34,29,13
22,36,6,31,18,10
27,45,35,2,41,1
14,12,39,15,5,38
32,37,4,3,17,52
21,8,20,25,44,50
51,26,47,42,46,9
49,24,16,30,23,28
38,11,48,43,10,41
29,37,12,35,5,33
7,19,17,14,1,6
42,44,8,39,9,21
34,50,31,23,51,3
18,30,49,15,47,25
13,28,40,45,32,26
2,27,22,46,4,16
52,9,24,43,36,20
48,39,35,1,37,51
7,34,30,12,49,38
28,14,5,21,6,11
33,13,22,2,50,42
4,18,29,20,16,26
8,17,23,40,10,47
45,52,19,25,27,3
32,15,41,36,46,31
24,22,37,44,38,34
20,1,42,30,43,11
28,39,18,35,13,51
12,6,2,3,29,8
10,46,5,19,31,49
44,32,14,9,45,23
27,21,52,7,33,47
24,50,41,40,26,15
25,4,17,36,16,48
31,51,30,8,43,2
14,20,46,37,35,28
33,42,19,47,38,32
44,5,3,41,23,18
40,12,9,16,22,21
13,25,7,29,11,1
24,4,36,10,39,45
49,34,17,50,27,15
26,48,46,6,44,52
41,16,3,32,22,43
23,40,2,18,1,19
11,25,39,28,47,12
10,33,8,34,20,15
4,48,50,38,24,7
52,49,29,5,45,42
35,30,26,17,31,21
51,14,36,6,13,27
47,16,9,37,10,34
41,7,48,19,8,22
42,29,15,1,28,4
50,21,38,46,18,32
51,11,12,49,44,36
6,31,25,43,37,13
27,23,5,17,20,24
40,35,14,39,52,30
2,3,45,9,26,33
8,51,28,4,41,19
6,32,29,11,34,47
17,46,37,42,24,25
43,39,23,22,52,7
15,13,2,5,21,49
16,33,44,50,14,10
9,3,18,27,30,40
45,1,31,48,12,20
26,6,38,36,35,25
29,7,21,39,51,17
47,22,44,28,2,32
3,11,42,18,15,24
49,40,43,33,48,14
31,23,37,12,4,27
52,41,46,13,9,30
50,20,45,19,36,34
16,38,1,8,5,26
10,15,44,35,42,7
25,2,51,23,32,24
48,17,27,18,12,13
30,50,33,19,6,39
20,49,37,26,41,22
36,10,1,3,21,28
5,43,9,47,35,4
34,8,46,11,45,14
38,52,40,29,31,16
