82,56,33,24,4,80
25,58,87,83,1,66
13,44,46,27,50,26
34,9,70,62,36,54
37,76,28,32,49,35
47,6,51,67,57,79
63,48,45,10,31,18
7,72,39,3,52,85
53,29,59,21,16,74
86,14,17,81,69,38
8,43,65,60,11,71
2,12,75,78,84,64
22,77,19,40,61,42
20,68,41,15,30,23
55,5,83,46,34,73
50,57,80,67,36,1
66,13,79,28,54,18
27,47,35,24,7,48
52,58,49,45,33,29
81,51,56,72,70,63
9,53,87,8,17,82
71,39,2,12,31,16
14,42,78,43,61,37
44,23,20,69,65,25
4,59,15,75,40,85
41,10,86,76,21,5
64,3,26,22,74,60
55,62,77,68,84,32
6,30,73,11,38,19
29,70,36,79,48,27
72,18,33,35,9,1
7,82,12,81,83,50
49,31,67,52,43,56
66,24,78,8,23,39
40,58,37,44,17,57
28,87,10,75,46,47
26,4,74,42,65,41
59,51,3,62,86,25
85,20,38,84,34,61
14,64,68,6,53,19
11,2,63,54,32,55
80,77,73,76,13,71
16,22,5,30,45,69
15,18,52,21,60,36
66,67,7,9,78,29
35,40,72,43,10,82
23,46,49,17,12,4
83,33,44,42,86,51
79,38,61,25,31,26
84,24,3,41,53,28
65,37,59,19,68,55
56,71,20,58,57,32
74,13,69,63,6,75
2,21,30,45,80,81
5,54,1,27,14,8
70,16,11,47,15,76
77,60,50,39,34,48
62,87,85,64,22,73
38,78,82,51,52,46
35,53,67,23,61,83
31,17,42,59,72,41
57,28,86,43,55,4
37,71,33,20,63,29
25,68,45,74,75,24
79,10,54,65,84,30
36,8,47,2,26,56
6,81,9,15,77,27
49,11,34,80,7,22
60,40,70,5,73,66
69,76,18,64,50,58
87,3,21,14,48,13
16,19,62,12,85,44
1,32,43,46,29,39
25,55,53,78,71,72
82,41,52,86,79,75
45,8,61,47,4,84
59,23,6,37,2,10
31,35,57,22,54,81
63,66,15,17,26,80
50,70,42,38,28,64
65,7,34,13,87,40
68,76,44,56,9,60
1,19,24,16,67,20
73,36,58,30,3,12
74,62,5,33,11,48
18,49,83,77,39,14
51,85,21,32,27,69
55,75,22,29,81,23
46,66,43,53,79,2
4,8,86,70,35,6
54,47,25,41,80,40
7,45,28,44,59,38
9,64,13,71,1,10
20,42,12,87,76,52
5,63,3,61,50,68
73,56,17,18,74,39
21,27,62,49,57,78
85,26,67,30,82,77
24,14,31,65,51,32
84,60,69,83,37,11
72,19,48,58,15,34
36,16,75,33,38,7
64,86,43,23,47,9
22,1,53,28,52,44
42,46,6,3,54,45
39,80,79,20,5,59
71,21,50,62,35,17
12,41,57,77,66,70
27,30,40,18,56,55
11,26,87,51,24,37
48,65,61,82,73,49
63,74,81,78,85,58
19,36,76,31,83,84
60,32,4,13,16,72
67,2,14,33,25,15
34,10,8,69,29,68
39,5,35,53,42,47
54,43,77,75,20,7
56,12,22,9,79,59
41,18,24,37,62,46
48,38,52,80,64,65
28,82,23,58,21,11
40,78,83,26,45,6
84,73,63,86,27,16
57,72,30,76,74,14
4,44,36,87,67,71
32,25,13,19,81,8
34,69,3,66,33,31
1,68,49,85,70,2
61,55,60,10,17,51
29,15,65,50,56,62
11,35,64,77,20,46
24,22,58,43,6,21
26,83,9,48,28,16
86,80,54,12,37,53
40,39,67,38,63,76
52,81,84,23,71,5
34,42,82,57,25,18
73,69,79,7,4,1
61,75,27,2,72,66
50,51,19,8,49,74
45,85,14,36,41,55
17,29,47,68,13,31
30,33,60,70,59,87
10,78,32,3,44,15
