71,48,77,67,39,10,25,64
2,82,83,44,19,55,62,32
53,21,63,18,20,41,59,43
61,58,28,35,14,73,91,16
52,97,85,26,31,98,37,38
90,45,75,47,8,17,93,34
50,81,29,74,40,95,79,15
80,27,72,78,11,24,89,33
69,7,22,23,84,1,4,86
3,49,99,96,9,12,70,42
54,57,66,5,36,60,68,51
92,76,46,13,30,6,87,56
94,65,25,91,97,38,39,88
52,59,14,90,75,41,83,48
37,73,40,50,31,71,20,17
85,34,72,45,2,78,53,29
98,21,81,69,16,24,18,62
74,61,3,77,44,84,55,58
7,99,27,79,82,95,22,47
64,36,28,57,67,6,15,60
49,96,51,12,56,65,1,13
5,42,8,23,10,19,88,89
63,32,26,9,54,33,4,87
43,76,68,70,46,11,80,86
81,93,30,66,35,41,92,94
69,31,38,85,14,44,48,45
71,90,62,83,24,47,72,2
22,36,98,61,97,29,58,84
73,39,95,21,77,6,13,28
49,19,37,60,57,55,3,7
64,42,56,78,25,1,9,27
17,11,59,4,20,10,65,51
54,96,34,15,35,5,32,91
40,30,23,76,63,82,16,67
8,87,52,92,94,70,75,18
89,74,43,66,68,53,86,93
33,46,88,79,12,80,50,99
13,90,6,26,58,38,81,71
47,73,97,61,28,78,83,42
1,95,37,11,77,19,41,4
21,2,56,96,25,57,22,59
24,15,29,64,35,85,7,51
23,54,55,10,5,75,82,31
32,44,8,76,63,69,39,92
65,67,9,43,18,99,46,14
80,79,68,3,93,72,36,87
40,20,33,26,49,27,52,98
62,74,45,70,88,53,66,91
94,48,34,86,12,17,60,84
90,30,89,1,50,16,21,2
28,15,71,47,4,23,85,29
42,11,69,75,58,59,95,63
56,7,44,97,6,18,81,10
99,51,96,31,37,80,8,36
38,40,32,46,54,27,73,93
35,72,9,88,74,20,13,92
77,66,65,14,22,62,52,34
98,3,91,12,41,79,45,50
57,16,19,76,39,48,30,78
83,53,67,55,68,89,84,64
24,26,87,86,5,94,61,33
60,43,17,81,25,70,49,82
59,73,32,6,31,47,15,18
51,46,21,1,72,75,92,97
66,52,38,42,62,63,96,28
3,71,29,93,22,8,54,41
11,10,74,58,34,37,30,99
67,50,27,2,90,98,79,68
69,78,44,94,76,4,7,80
13,23,35,57,17,40,56,82
70,48,53,26,9,61,45,77
5,89,64,20,55,14,88,49
33,12,36,16,25,43,84,19
85,91,87,83,86,95,60,65
30,63,38,24,39,29,42,51
41,31,68,27,67,97,32,3
18,66,2,58,50,54,28,76
74,96,6,35,82,17,69,57
70,13,47,11,98,26,10,1
45,89,52,73,44,79,64,22
8,16,55,20,46,81,12,48
