23,21,37,36,6,25
29,30,42,56,1,50
73,49,13,47,53,75
77,61,66,71,19,32
54,4,2,41,70,20
62,5,7,57,67,8
22,79,40,63,78,18
12,14,9,28,43,51
31,72,65,34,10,46
52,55,59,16,74,38
64,60,69,3,15,68
76,26,58,45,11,44
27,24,48,35,39,33
17,56,6,54,47,77
61,25,53,4,50,36
23,63,30,32,41,67
9,22,73,7,20,79
34,18,57,13,37,14
72,52,1,65,49,43
64,75,15,55,71,21
19,31,70,62,44,12
2,39,8,16,76,60
69,51,35,46,29,45
66,78,11,33,68,59
74,10,48,42,27,26
3,38,58,5,24,17
13,28,36,40,50,67
37,7,65,63,49,56
57,79,6,72,75,55
52,15,53,18,54,44
9,16,8,1,31,14
43,46,71,29,23,76
66,34,20,70,35,77
47,60,78,21,27,41
61,5,69,26,25,10
33,17,74,22,30,2
32,3,40,73,38,12
48,59,28,24,45,62
58,51,39,19,4,68
64,18,53,42,11,7
15,6,46,8,50,52
75,23,44,66,65,35
57,78,56,31,71,16
60,9,29,72,36,5
67,10,70,49,25,33
14,41,17,20,76,32
77,27,62,40,37,55
19,74,1,3,79,28
26,30,39,54,64,13
42,12,43,21,69,24
11,22,34,45,47,4
73,58,63,38,48,2
61,59,23,51,68,72
18,15,71,36,10,16
53,5,29,6,33,31
75,70,52,40,76,9
20,65,57,74,32,50
35,19,26,55,60,14
67,17,54,24,46,79
41,11,30,39,12,7
58,69,66,28,21,22
13,63,3,56,44,27
45,34,42,2,61,43
37,47,64,59,8,51
73,1,62,78,77,4
49,38,68,50,48,25
40,70,29,60,19,57
54,55,33,23,32,31
18,26,36,46,17,20
7,72,21,16,11,28
56,3,52,79,58,35
71,2,12,5,13,27
24,15,59,34,41,9
1,42,75,22,37,63
43,66,38,51,62,53
69,8,4,30,48,65
76,64,49,6,73,61
25,74,47,39,44,78
10,68,77,67,45,14
50,21,3,31,26,52
2,27,17,57,28,23
32,13,11,19,16,46
22,29,71,37,59,41
5,51,12,15,56,79
60,4,43,75,33,18
36,62,64,65,54,58
48,53,76,30,78,34
38,6,39,10,66,1
63,67,55,20,73,69
68,14,47,42,40,72
8,77,45,9,44,49
7,35,24,70,61,74
25,71,3,11,2,51
4,12,26,52,37,29
56,46,41,62,28,33
30,75,59,18,19,58
32,79,16,27,34,36
60,65,6,48,22,67
66,39,73,15,14,5
72,45,78,17,64,50
43,68,74,8,70,54
55,20,31,25,76,42
44,7,61,1,38,69
35,9,10,53,57,40
63,24,77,47,23,13
29,32,21,49,18,62
26,46,60,12,6,30
36,2,56,14,52,66
65,45,19,78,73,37
70,50,15,27,58,11
17,59,22,39,31,67
7,51,25,34,54,75
44,48,40,5,43,16
68,23,24,53,1,20
8,13,10,28,35,55
21,64,61,74,9,63
41,77,49,3,42,57
4,33,71,79,47,38
76,72,19,69,56,18
2,67,65,29,26,15
45,25,31,27,66,60
51,17,32,52,7,48
14,16,22,46,53,70
43,24,39,78,55,6
10,20,23,11,40,64
41,3,8,75,36,61
13,30,79,68,62,21
50,33,47,69,9,37
49,12,1,58,71,34
44,28,42,59,57,73
35,5,74,76,63,4
38,54,27,77,72,22
70,56,45,53,39,32
51,40,18,6,2,24
78,8,7,20,29,3
79,41,19,64,43,10
16,62,75,17,69,23
55,36,48,12,61,47
14,49,50,59,60,44
28,34,68,71,63,26
67,42,46,9,4,66
11,52,54,1,57,5
37,31,30,15,35,38
25,73,72,58,74,13
33,77,76,21,65,51
62,32,78,10,75,2
23,18,70,48,3,45
79,69,49,39,40,41
44,55,34,68,29,17
4,14,27,6,7,64
50,16,54,12,66,63
47,20,28,30,52,60
71,67,37,74,53,72
61,57,76,33,58,15
26,22,56,24,8,25
38,13,19,65,42,9
46,1,35,59,21,5
31,36,11,77,43,73
